id	TV	antc	saldores	TC	cons	edad	ESTADO_CIVIL	SEXO	antig_pp	ingresos	endeud	riesgo	conscateg
5161	1	104	4366.18202	1	7733.992057	38	1	1	42	42052.68022	0.191843985	Bajo	1
5162	0	75	13428.11068	1	88170.11109	37	1	1	15	40797.58409	0.493372665	Bajo	3
5163	0	75	18024.17391	1	77296.25921	38	2	2	2	36202.91147	0.428502083	Bajo	3
5164	0	38	7006.87054	1	37661.91657	38	1	1	9	9732.944427	0.490953983	Bajo	2
5166	1	115	34517.44835	1	192887.3333	38	2	1	11	44402.79552	0.212848298	Bajo	4
5167	1	83	7025.766909	1	34279.47313	38	1	2	9	50442.80065	0.242983949	Bajo	2
5176	1	26	2743.161238	1	18980.65366	38	1	1	18	36400.10772	0.266106437	Bajo	1
5177	0	35	4714.952553	1	22641.42724	39	1	1	20	22308.69572	0.329282966	Bajo	2
5178	1	92	1835.684895	1	10788.40235	38	2	1	21	39245.53361	0.085397098	Bajo	1
5180	0	110	917.4897801	1	5416.043416	38	1	2	42	66911.00745	0.052380771	Bajo	1
5186	1	13	44338.69843	1	209768.507	38	2	1	5	68942.12882	0.371045698	Bajo	4
5189	0	46	22614.87198	1	105557.923	38	1	2	9	32359.90456	0.568277593	Bajo	4
5194	1	39	3184.226516	1	26783.29441	38	1	1	24	92449.08175	0.033518363	Bajo	2
5195	1	103	24551.25782	1	272872.4025	38	1	1	13	68225.26245	0.761964431	Bajo	4
5196	0	54	23394.32434	1	97823.09845	38	2	1	8	35589.28314	0.579597797	Bajo	3
5198	0	115	2887.292283	1	8335.966088	38	1	2	9	17555.10613	0.398397648	Bajo	1
5201	0	67	12342.23098	1	47688.84042	38	1	2	8	22918.84412	0.594015083	Bajo	2
5204	1	114	22754.20443	1	116284.441	38	1	1	34	38513.58753	0.496738148	Bajo	4
5205	0	90	4297.302065	1	50772.74757	38	1	2	22	37650.56394	0.344055703	Bajo	3
5206	0	15	10273.46196	1	33937.36281	38	1	1	17	23229.7182	0.378530411	Bajo	2
5210	0	57	5710.191	1	26650.42559	38	1	2	0	16949.59764	0.575128661	Bajo	2
5215	1	110	9136.347227	1	34718.81555	38	1	2	47	39054.13725	0.374456754	Bajo	2
5216	1	105	19194.13873	1	132535.3058	38	2	1	16	46810.90972	0.234475034	Bajo	4
5218	0	55	10120.70502	1	29841.9714	38	2	2	28	23945.42459	0.507273168	Bajo	2
5219	0	104	42719.27717	1	241494.4359	38	2	2	25	58269.17181	0.672716143	Bajo	4
5230	1	58	2121.2644	1	1151.660812	38	1	1	10	37017.21599	0.078648784	Bajo	1
5232	1	113	4694.451603	1	35217.51012	46	1	2	29	59018.51755	0.186814992	Bajo	2
5233	0	111	18462.47567	1	95216.45989	38	1	2	8	51224.62578	0.327040534	Bajo	3
5234	0	26	3636.588708	1	5699.333475	38	1	1	27	18681.44471	0.316025458	Bajo	1
5235	0	104	7295.886871	1	19689.38757	38	1	2	8	38188.7937	0.213017131	Bajo	1
5237	1	47	12790.974	1	118185.36	38	1	1	15	36269.03022	0.458394473	Bajo	4
5244	0	47	178.5421144	1	1793.139353	36	1	2	35	46140.44248	0.065002137	Bajo	1
5245	1	107	16151.96195	1	133281.5184	38	2	2	8	47041.74533	0.587563742	Bajo	4
5246	0	58	3540.466656	1	23334.10497	38	1	2	2	8117.525616	0.502443555	Bajo	2
5249	1	71	1499.88789	1	4525.70323	38	1	1	6	55632.54195	0.241507506	Bajo	1
5251	1	110	1887.023991	1	13981.19694	38	1	2	41	28315.06149	0.279087669	Bajo	1
5255	0	19	5241.386422	1	30600.84187	38	1	2	25	39222.33405	0.284912608	Bajo	2
5256	1	67	17529.01758	1	101904.256	38	1	2	26	42576.99025	0.298509195	Bajo	4
5257	0	104	5861.248198	1	58093.30958	38	1	1	32	25360.59768	0.176844898	Bajo	3
5261	1	103	3005.96191	1	17195.86847	38	1	1	25	42673.26842	0.335868762	Bajo	1
5267	1	100	17786.45308	1	156717.9582	38	1	1	29	69554.59717	0.351308329	Bajo	4
5268	0	68	8497.695805	1	42374.58486	38	1	2	32	19196.47491	0.332690193	Bajo	2
5270	1	64	5324.477131	1	35604.85435	38	2	2	8	66788.04979	0.268512774	Bajo	2
5276	1	115	37907.15844	1	103914.2394	38	1	2	3	54449.36445	0.323744781	Bajo	4
5277	1	27	1546.763723	1	9143.446823	37	1	1	27	37696.96306	0.243406979	Bajo	1
5278	0	7	16191.87116	1	93343.92995	37	1	1	10	32116.30919	0.569053346	Bajo	3
5279	1	99	15276.76911	1	74839.26719	38	1	1	14	59850.22174	0.399826731	Bajo	3
5281	1	64	3246.492515	1	48496.69117	37	1	2	24	37264.29129	0.362913619	Bajo	2
5284	1	39	30024.12112	1	41025.1714	38	1	2	16	50685.23604	0.338864172	Bajo	2
5291	0	41	15708.34128	1	113947.5292	38	1	1	8	40096.95741	0.509782452	Bajo	4
5294	0	97	21131.48429	1	88591.27669	37	1	1	17	36224.95105	0.417799802	Bajo	3
5295	1	15	41396.34381	1	108135.9551	37	1	1	20	46945.46717	0.497728991	Bajo	4
5296	0	4	4822.013069	1	24215.33362	37	1	2	11	21350.55394	0.429620776	Bajo	2
5299	0	26	10623.92067	1	59136.07138	38	1	2	23	9906.211598	1.275352459	Bajo	3
5302	1	100	11221.31581	1	31194.62708	38	1	2	18	42241.75662	0.215584908	Bajo	2
5303	1	27	18170.21283	1	74125.885	38	1	2	33	31466.72155	0.584663251	Bajo	3
5305	1	32	7514.633048	1	86278.01101	38	1	1	5	39040.21751	0.370602567	Bajo	3
5306	1	57	54111.96265	1	110562.5946	38	1	2	3	53095.6702	0.447527582	Bajo	4
5307	1	68	10585.03478	1	10728.48361	37	1	1	28	42733.58727	0.340742128	Bajo	1
5308	1	61	14684.42694	1	42538.8584	38	1	1	33	42831.02542	0.171490629	Bajo	2
5309	0	101	22644.85447	1	80742.8817	38	1	2	8	35719.20067	0.764468873	Bajo	3
5310	0	45	2616.501675	1	52256.50527	37	1	2	33	50344.20253	0.370458745	Bajo	3
5311	1	114	4705.320691	1	21851.49199	37	1	1	20	39001.93824	0.24642923	Bajo	2
5314	0	66	11222.0674	1	49726.27409	37	1	2	15	29430.96027	0.466209207	Bajo	2
5315	1	110	38492.70165	1	256283.6015	37	1	2	34	52361.40416	0.288039433	Bajo	4
5316	1	110	3124.261526	1	75404.80665	37	2	2	14	29553.91793	0.579687181	Bajo	3
5318	0	114	22364.32794	1	62712.45228	37	1	1	11	46163.64203	0.339574591	Bajo	3
5320	1	39	18618.86334	1	119523.5032	37	1	1	6	73485.76241	0.205528879	Bajo	4
5323	0	28	11359.26073	1	55432.05964	37	1	2	16	11851.4946	0.807414114	Bajo	3
5326	1	112	8279.585585	1	67825.0747	37	2	1	24	64332.37649	0.236131807	Bajo	3
5328	0	39	10351.44189	1	70047.79163	37	1	1	6	41016.81992	0.356854921	Bajo	3
5331	1	114	6853.341547	1	65869.80671	38	1	1	12	48765.47255	0.285354424	Bajo	3
5332	1	39	19369.72075	1	107703.8626	37	1	1	13	39180.57484	0.417426355	Bajo	4
5333	0	33	4327.145806	1	18103.13668	36	1	2	10	21157.99761	0.04434375	Bajo	1
5337	0	17	24144.31454	1	64938.90401	37	1	1	36	22624.20972	0.723806911	Bajo	3
5338	1	113	19615.20026	1	90019.32453	36	1	1	31	38903.34012	0.153012404	Bajo	3
5342	0	104	30205.54239	1	228916.9262	37	1	1	17	29568.99764	0.439966263	Bajo	4
5345	0	110	2293.342876	1	14077.66588	37	3	1	33	44906.22595	0.102999509	Bajo	1
5346	1	113	20973.28124	1	155496.26	37	1	2	23	104911.8847	0.14065721	Bajo	4
5350	1	111	19928.83127	1	106684.6983	37	2	2	36	70657.73619	0.311677474	Bajo	4
5352	0	97	6906.923839	1	25401.61363	37	1	2	13	14325.72755	0.485784615	Bajo	2
5357	1	46	14760.57993	1	69298.33332	37	1	1	5	36571.78446	0.424392603	Bajo	3
5358	1	39	10052.32227	1	37362.97558	37	1	2	8	49228.30375	0.082098777	Bajo	2
5360	1	48	3812.49449	1	17507.52222	37	1	1	26	64885.68597	0.092435597	Bajo	1
5370	1	20	13798.21469	1	92891.23821	37	1	1	8	43205.69829	0.278095686	Bajo	3
5372	0	93	5187.422557	1	12752.78187	37	1	1	19	21391.15317	0.46173201	Bajo	1
5373	0	18	11080.4108	1	272232.5671	37	1	1	18	55204.51009	0.295090038	Bajo	4
5378	1	57	5076.025968	1	35341.9843	37	1	1	20	31858.79409	0.237943929	Bajo	2
5379	0	40	21801.78326	1	28171.68165	37	1	1	19	44156.8802	0.172885964	Bajo	2
5380	0	104	4120.563757	1	106309.8905	37	2	2	15	28690.89434	0.341736072	Bajo	4
5383	1	73	7527.768457	1	82831.38042	37	3	1	27	80307.59267	0.385463225	Bajo	3
5386	0	16	3620.076944	1	19725.70651	45	1	2	2	8755.513483	0.642998145	Bajo	1
5389	0	53	6505.114469	1	19684.11491	37	1	2	19	28583.01639	0.191501157	Bajo	1
5391	0	7	6835.951007	1	39149.96927	37	1	2	7	34779.61854	0.67392289	Bajo	2
5395	1	28	7218.080389	1	117821.3115	37	1	1	37	83128.65901	0.270277545	Bajo	4
5397	1	74	7107.319758	1	73718.68618	37	1	1	35	54911.03567	0.469090794	Bajo	3
5398	0	67	17832.45014	1	87445.0273	37	1	2	24	31299.68473	0.655970796	Bajo	3
5399	1	32	8482.282513	1	51646.946	37	1	1	24	96827.99847	0.089341352	Bajo	3
5401	0	22	8481.54249	1	34104.3305	36	2	2	4	10708.91633	0.491353986	Bajo	2
5402	0	68	12212.96977	1	37676.30595	37	1	2	8	42136.19863	0.188909566	Bajo	2
5403	0	113	22458.02179	1	39853.53459	37	2	2	11	39605.12677	0.577216413	Bajo	2
5405	0	67	5276.098127	1	25354.46029	36	1	2	23	35148.49153	0.322329956	Bajo	2
5407	1	29	7901.840916	1	104810.9102	35	1	1	40	38144.85227	0.344069966	Bajo	4
5409	1	102	5628.927223	1	27886.4259	37	1	1	5	103416.6732	0.123762366	Bajo	2
5410	1	52	12984.28188	1	72572.8519	36	1	1	46	40369.55223	0.554160968	Bajo	3
5413	1	102	12220.89033	1	116835.1857	37	1	1	3	40121.31695	0.409928877	Bajo	4
5415	0	18	6367.655195	1	30626.19922	37	2	1	31	26543.77518	0.316595726	Bajo	2
5423	0	10	5891.751021	1	63915.39437	37	1	2	14	20823.92396	0.730514706	Bajo	3
5424	1	115	17452.78365	1	91531.25977	37	1	2	22	41429.77207	0.434007728	Bajo	3
5427	1	94	70680.26848	1	139999.4265	37	1	2	5	48155.32416	0.463336947	Bajo	4
5430	1	39	6936.987273	1	26089.28002	37	1	2	29	41307.97438	0.301401814	Bajo	2
5433	0	39	9729.013156	1	7492.571112	37	2	1	11	53922.73447	0.291928107	Bajo	1
5434	0	17	20868.86862	1	53439.89457	37	1	2	23	21546.59022	0.640124899	Bajo	3
5439	1	46	25027.99452	1	43726.08657	36	1	2	8	40645.62698	0.17925742	Bajo	2
5440	1	114	3745.45303	1	50875.97962	36	2	2	6	42478.39212	0.341722283	Bajo	3
5441	0	39	7860.270046	1	28979.9024	36	1	2	17	15776.85995	0.429553709	Bajo	2
5442	0	32	18732.35281	1	34302.65667	37	1	2	16	34968.69495	0.183401778	Bajo	2
5443	1	99	9755.83899	1	63582.88122	37	1	1	7	55732.30005	0.29848541	Bajo	3
5445	0	18	8558.620512	1	34652.01806	37	2	2	43	39912.52092	0.25841781	Bajo	2
5448	0	28	9616.229024	1	10874.80004	36	2	1	21	40665.3466	0.16977722	Bajo	1
5452	1	114	26688.94148	1	173085.7051	36	1	2	17	41336.97383	0.574637726	Bajo	4
5455	0	57	11910.53162	1	55421.30618	37	1	2	3	32183.58792	0.21642386	Bajo	3
5457	0	18	11666.10433	1	47377.06641	36	1	2	18	37870.95975	0.215598505	Bajo	2
5463	0	45	6381.276243	1	76681.83198	36	1	2	7	48497.51765	0.107933699	Bajo	3
5464	0	32	6870.662711	1	22038.77563	36	1	2	23	36491.74598	0.111407864	Bajo	2
5465	1	90	3507.015303	1	23672.36486	36	1	2	22	47365.37918	0.23321872	Bajo	2
5466	0	26	3119.246714	1	26792.6002	36	1	2	23	10708.91633	0.228562608	Bajo	2
5468	1	35	4843.635617	1	52347.10027	36	1	2	27	35867.67785	0.286761424	Bajo	3
5475	1	105	3310.435128	1	18970.84835	36	2	2	12	47208.78216	0.289712025	Bajo	1
5476	0	58	564.128792	1	1274.342752	37	1	2	11	23084.72096	0.291532084	Bajo	1
5480	0	19	6657.674838	1	37725.28622	36	2	2	12	18352.01097	0.635643765	Bajo	2
5481	1	50	3538.01533	1	22790.39619	36	1	2	16	51903.21288	0.131953291	Bajo	2
5482	0	22	1367.585651	1	3064.51045	36	1	2	6	23029.04202	0.054909082	Bajo	1
5483	0	53	11747.12529	1	55418.4039	36	1	2	29	32937.57358	0.316881141	Bajo	3
5484	0	15	2581.026822	1	578.1429778	36	1	2	30	32823.89574	0.230450224	Bajo	1
5492	1	104	24220.88379	1	101462.5201	35	1	2	21	61311.79394	0.410798017	Bajo	4
5497	0	109	27201.60282	1	162444.2331	36	1	2	0	37539.20606	0.77027316	Bajo	4
5499	0	68	8288.292418	1	44955.61168	36	2	2	21	30494.66004	0.454773479	Bajo	2
5502	0	73	5022.177731	1	17998.95532	36	1	1	33	46196.12142	0.097509605	Bajo	1
5508	1	46	11875.49615	1	125892.3678	36	2	1	24	35787.63937	0.355735771	Bajo	4
5509	1	104	20317.43585	1	103395.4833	36	1	2	35	45302.9384	0.267815645	Bajo	4
5510	0	99	7889.368941	1	57836.31891	35	1	2	7	32396.5244	0.265460683	Bajo	3
5517	0	37	12079.24877	1	57154.88293	36	1	1	16	31741.63632	0.442886639	Bajo	3
5522	1	56	12549.64555	1	104720.2517	36	2	1	20	39885.84143	0.330500509	Bajo	4
5527	0	46	27634.70245	1	146297.508	36	1	2	8	40050.5583	0.533525647	Bajo	4
5528	0	104	1204.861529	1	6853.316109	36	1	1	34	27994.90758	0.212951852	Bajo	1
5530	1	97	23355.84314	1	122712.8601	36	1	1	29	68351.70005	0.198727535	Bajo	4
5531	1	82	11450.12168	1	269646.9139	36	1	1	46	43907.48494	0.55728548	Bajo	4
5532	1	39	20286.1005	1	83234.62012	36	2	2	46	40528.46921	0.286930937	Bajo	3
5534	0	104	21102.26494	1	38438.04401	36	1	1	38	38819.8217	0.199531465	Bajo	2
5535	1	52	16172.72884	1	54608.24059	36	2	1	12	40549.34881	0.454135652	Bajo	3
5537	0	14	12602.73064	1	59479.01423	36	1	2	16	22407.29385	0.469569291	Bajo	3
5542	0	115	4653.472828	1	31251.05615	36	1	1	1	30812.49399	0.102319768	Bajo	2
5545	1	26	5067.454483	1	29105.9097	35	2	2	37	0	4768.1	Bajo	2
5546	0	11	14591.17247	1	81791.59837	35	1	2	11	33414.32451	0.247698049	Bajo	3
5549	0	65	6220.968758	1	22776.96014	36	2	2	18	25132.08202	0.357806702	Bajo	2
5557	0	58	26425.9558	1	179994.7218	35	1	2	34	39623.68642	0.635877221	Bajo	4
5558	0	4	1822.711366	1	10502.92575	35	1	2	8	17964.57834	0.326387938	Bajo	1
5559	1	46	5042.435861	1	15978.12707	36	1	2	29	34918.8159	0.068965884	Bajo	1
5560	0	13	14947.2623	1	76000.08578	35	2	2	12	19262.59365	0.85011803	Bajo	3
5565	0	51	3965.50581	1	7154.773733	50	1	2	27	9718.295172	0.208391024	Bajo	1
5570	0	67	6384.005078	1	35087.60139	36	2	2	24	25387.27717	0.413675409	Bajo	2
5571	0	104	330.5821547	1	3516.265591	36	1	2	27	32676.57854	0.071443735	Bajo	1
5575	0	39	9232.180207	1	58287.83157	36	2	1	3	14615.72203	0.783334127	Bajo	3
5576	1	44	33452.49742	1	199823.754	36	1	1	12	47283.02075	0.288392375	Bajo	4
5580	0	104	16133.18386	1	51412.46277	36	1	2	27	28922.88993	0.342510227	Bajo	3
5582	1	90	2400.079632	1	23124.56283	36	1	1	39	36333.98898	0.182266386	Bajo	2
5584	1	27	3900.578546	1	20569.4198	38	1	1	27	0	0	Bajo	2
5585	1	39	8285.355452	1	72528.08282	35	2	2	16	37787.44134	0.360622237	Bajo	3
5587	1	68	4031.65693	1	87362.63961	35	1	1	7	35226.21005	0.566353398	Bajo	3
5588	0	51	4611.476522	1	10414.65604	35	1	1	22	32290.30589	0.353040917	Bajo	1
5589	1	89	6077.554611	1	22649.24836	35	1	1	2	36110.11324	0.2734115	Bajo	2
5591	0	32	3724.200494	1	11961.48914	36	1	2	12	23697.18931	0.306058055	Bajo	1
5595	1	28	44960.02869	1	51631.71772	35	1	2	5	88222.12214	0.189925843	Bajo	3
5596	1	57	1623.656739	1	6289.339947	35	1	1	6	37828.04057	0.297114777	Bajo	1
5605	0	53	10189.65436	1	44206.34994	36	1	2	15	22140.49892	0.510118405	Bajo	2
5606	1	90	25479.79013	1	88003.12028	37	2	2	30	38505.46768	0.343620726	Bajo	3
5611	1	104	245.5835741	1	131638.8882	35	1	1	11	43277.61692	0.538996757	Bajo	4
5612	1	110	7492.686741	1	68892.86315	35	1	2	3	50594.75776	0.39045143	Bajo	3
5613	0	24	8334.509168	1	51307.93452	36	1	2	20	33454.92374	0.258543046	Bajo	3
5614	1	93	13777.52874	1	53549.23759	35	1	1	16	36303.82955	0.217577084	Bajo	3
5615	1	19	53046.96547	1	172659.5408	34	2	2	34	49082.14653	0.600379552	Bajo	4
5619	0	73	28551.83378	1	149361.5617	35	1	1	5	37638.96416	0.332928378	Bajo	4
5620	1	51	13199.8714	1	49501.14521	35	1	2	11	36614.70364	0.464677016	Bajo	2
5623	1	49	20779.3374	1	87859.9027	35	1	2	37	25072.92315	0.436424242	Bajo	3
5625	0	110	75794.33626	1	175744.0296	35	1	1	7	63879.9851	0.578539677	Bajo	4
5627	1	14	30372.09329	1	134658.1053	35	1	1	14	38312.89101	0.838201258	Bajo	4
5629	0	28	3194.205264	1	10058.80904	35	1	2	28	18114.21549	0.396097592	Bajo	1
5630	1	104	8691.92872	1	24113.5342	35	1	1	13	44560.55252	0.272103866	Bajo	2
5631	0	28	3712.244498	1	6423.168483	35	1	1	10	33066.33113	0.110165579	Bajo	1
5632	0	113	3056.410666	1	11944.0986	35	1	1	18	25324.63836	0.193805881	Bajo	1
5633	0	58	2092.7157	1	10273.48509	35	1	2	30	8325.161668	0.237415355	Bajo	1
5635	0	104	185.3757644	1	913.1768334	35	1	2	1	31804.27513	0.030539062	Bajo	1
5640	0	39	14868.8083	1	140317.4456	35	2	2	29	22370.17455	0.456846772	Bajo	4
5643	0	87	27723.74803	1	132483.9494	35	3	2	34	37681.88335	0.502294598	Bajo	4
5644	0	22	8112.109127	1	94115.24784	35	1	1	24	49471.89912	0.268757532	Bajo	3
5647	1	41	20698.09675	1	71136.74705	35	1	1	23	53567.78122	0.313397575	Bajo	3
5649	1	39	7293.030845	1	72747.00359	35	1	1	2	56343.60843	0.312900171	Bajo	3
5650	0	32	12572.17	1	59299.1077	35	1	2	10	27684.03349	0.441634124	Bajo	3
5654	0	40	13783.44892	1	89203.41447	35	2	2	26	32342.50489	0.553015924	Bajo	3
5661	1	28	17611.27168	1	212912.9818	32	1	1	5	38472.86781	0.69678196	Bajo	4
5665	0	17	13110.03954	1	56781.27191	35	2	2	12	27348.79987	0.375022268	Bajo	3
5668	1	61	10973.32716	1	279685.1584	42	1	2	21	45668.33145	0.662266447	Bajo	4
5669	0	24	8364.39916	1	63405.11382	35	1	1	23	25818.78896	0.448361937	Bajo	3
5670	1	113	22668.60459	1	91598.60302	35	2	1	12	93646.17899	0.292168436	Bajo	3
5671	0	35	9206.105958	1	30073.30953	35	1	2	23	15949.69666	0.418629091	Bajo	2
5673	0	114	6242.56818	1	30356.64584	48	1	2	5	25956.82634	0.337288287	Bajo	2
5674	0	110	11750.1085	1	72739.92019	35	1	2	21	30491.1801	0.449792665	Bajo	3
5675	0	58	202.3500422	1	809.4001689	35	2	2	17	36008.03518	0.494278075	Bajo	1
5676	1	68	23031.88651	1	60978.05804	42	1	1	23	60984.68016	0.316438924	Bajo	3
5679	1	59	16253.62261	1	87487.55549	34	3	2	15	35367.72736	0.495164316	Bajo	3
5681	0	57	12926.73353	1	63533.91251	34	2	2	32	28751.21319	0.367681756	Bajo	3
5682	0	62	17376.48034	1	121156.5328	34	1	2	23	53578.22102	0.458592955	Bajo	4
5683	0	65	1317.842229	1	9593.439784	35	1	2	15	37810.6409	0.178027059	Bajo	1
5685	0	69	10273.31164	1	33414.03935	34	1	1	15	36586.86417	0.351468882	Bajo	2
5688	0	9	1740.615063	1	6219.662155	34	1	2	23	7363.539956	0.205267801	Bajo	1
5689	0	33	8166.940207	1	34267.14713	34	1	2	9	16019.29534	0.431692252	Bajo	2
5691	0	32	19656.08653	1	60034.10087	35	2	1	10	14384.88642	0.669695186	Bajo	3
5700	1	104	11783.38641	1	70112.03488	33	1	1	24	37343.16979	0.426656416	Bajo	3
5701	0	67	5895.855836	1	5153.02305	35	1	2	10	39744.32412	0.056068937	Bajo	1
5702	0	44	2316.931109	1	16454.19775	31	1	1	15	30166.38628	0.249132508	Bajo	1
5707	0	25	38691.29376	1	96358.95136	34	1	2	27	34770.33872	0.709814846	Bajo	3
5708	0	51	7364.951831	1	41995.97058	34	1	2	8	13224.90848	0.487938777	Bajo	2
5711	0	104	19135.67691	1	96548.89445	34	2	1	18	39363.85136	0.354718727	Bajo	3
5716	0	55	10511.78406	1	54194.62554	34	2	2	23	21882.98382	0.362344553	Bajo	3
5718	0	35	7388.378185	1	57252.8747	35	1	2	2	20181.29618	0.337069778	Bajo	3
5719	1	100	8991.071459	1	47336.4854	34	1	1	4	39427.65014	0.283909679	Bajo	2
5725	0	5	2876.030057	1	16153.3148	33	1	2	18	15177.15135	0.407648273	Bajo	1
5727	1	57	13777.05466	1	72546.71058	34	1	1	30	40893.86226	0.303831338	Bajo	3
5730	0	46	22570.81748	1	56148.18222	34	2	2	36	21956.06243	0.426845414	Bajo	3
5737	0	35	15012.98559	1	64829.55405	34	1	2	21	26282.78014	0.501656369	Bajo	3
5738	0	32	5805.283957	1	50019.36945	34	1	1	36	65335.75741	0.351019086	Bajo	3
5739	1	73	9543.475512	1	32134.15799	35	2	2	7	35780.6795	0.454160993	Bajo	2
5748	0	25	19471.05985	1	106173.0746	34	1	1	0	34753.3529	0.203170566	Bajo	4
5753	0	10	6156.621445	1	39958.60629	32	1	2	8	19119.91637	0.469716678	Bajo	2
5754	1	74	17792.07263	1	80293.68773	34	1	2	29	42465.63237	0.254687372	Bajo	3
5757	0	16	3551.856073	1	61786.14004	34	1	1	8	26461.41674	0.391205944	Bajo	3
5758	0	48	28147.56152	1	113111.7958	34	1	1	15	35410.64654	0.196956792	Bajo	4
5763	1	44	14851.41775	1	75129.11339	34	1	2	11	40028.51872	0.466745972	Bajo	3
5764	0	36	7558.618166	1	57631.82429	34	1	1	36	47897.80905	0.234889325	Bajo	3
5765	1	93	8233.58853	1	22993.41687	34	2	2	27	38211.99326	0.266170846	Bajo	2
5766	0	26	3434.944	1	6481.792181	34	1	1	14	24346.77696	0.251934347	Bajo	1
5769	0	32	12266.36706	1	43188.76049	34	1	1	15	30621.09763	0.147894916	Bajo	2
5771	0	110	15484.99308	1	80340.58669	33	1	1	22	35460.52559	0.494889107	Bajo	3
5772	0	22	6041.339735	1	33908.81411	34	1	2	21	27518.15665	0.391933145	Bajo	2
5773	1	28	17658.31347	1	67907.21725	34	1	1	27	53491.22267	0.315045323	Bajo	3
5777	0	36	19184.28718	1	52359.39159	34	1	1	4	27108.68443	0.026495507	Bajo	3
5779	0	115	7025.593466	1	84408.90945	34	1	2	7	25879.10782	0.170037651	Bajo	3
5780	1	97	16983.20436	1	113795.6395	34	2	1	5	43172.05893	0.451064539	Bajo	4
5781	1	109	21756.04058	1	71045.27327	34	1	2	14	38724.70351	0.339052241	Bajo	3
5782	0	57	42746.96675	1	70980.90977	34	1	1	26	26099.50363	0.452831556	Bajo	3
5783	1	113	16667.64236	1	109063.7242	34	1	1	16	53688.41892	0.436235416	Bajo	4
5788	0	67	1459.730079	1	6129.841862	34	1	1	30	35828.2386	0.15467543	Bajo	1
5790	0	104	7059.981411	1	10612.14968	34	1	1	11	47808.49075	0.064894577	Bajo	1
5793	1	115	24547.07206	1	198713.1529	33	2	2	2	46237.88062	0.486075613	Bajo	4
5795	1	93	5868.625302	1	41125.42601	33	1	1	8	37355.92954	0.468137809	Bajo	2
5799	0	12	6776.425406	1	54823.80698	34	1	2	2	16903.19853	0.263622701	Bajo	3
5801	0	76	50566.08458	1	163702.9648	34	1	1	5	35448.92581	0.701823953	Bajo	4
5804	0	57	8803.059363	1	40650.1578	34	1	2	9	46012.8449	0.224441727	Bajo	2
5806	1	70	15831.31229	1	86071.83366	33	1	2	9	40127.11684	0.392538086	Bajo	3
5810	0	20	8075.732371	1	4720.468037	33	2	1	36	18762.64316	0.683914065	Bajo	1
5812	0	78	5673.212975	1	34655.17357	34	1	2	29	7364.699934	0.813435187	Bajo	2
5813	1	32	12968.62577	1	61985.23976	33	1	1	13	36894.25833	0.445084261	Bajo	3
5814	0	38	3834.382983	1	17797.65749	33	1	1	27	30928.49179	0.124200203	Bajo	1
5818	0	39	3571.813568	1	9098.814185	33	1	1	12	40729.14539	0.122372124	Bajo	1
5819	0	72	12028.86592	1	30097.0712	33	2	2	15	33976.91381	0.243929876	Bajo	2
5823	0	113	25512.15457	1	228546.3365	34	1	1	9	36185.5118	0.340820965	Bajo	4
5828	0	39	22467.65365	1	110878.1913	33	2	1	9	35252.88954	0.457289329	Bajo	4
5829	0	10	16155.3383	1	32623.07038	33	1	2	0	16925.23811	0.386290179	Bajo	2
5837	1	103	39323.4006	1	312620.6052	33	1	1	22	76601.46315	0.220197768	Bajo	4
5838	1	65	12581.39717	1	101962.3478	34	1	1	26	38760.66283	0.21526141	Bajo	4
5841	1	110	18908.31641	1	62113.57709	33	1	1	10	38425.4292	0.321451126	Bajo	3
5849	1	100	8482.976285	1	53309.56495	34	2	1	9	36380.3881	0.364534643	Bajo	3
5850	1	102	20048.62249	1	167319.1335	33	1	1	13	40168.87605	0.531153946	Bajo	4
5851	1	91	9690.821031	1	115887.0833	33	2	1	35	59053.31689	0.321805378	Bajo	4
5854	1	100	19268.82324	1	62986.50824	33	1	1	16	43219.61803	0.368907915	Bajo	3
5855	0	18	29525.3803	1	97647.77081	33	1	1	16	32985.13267	0.380247222	Bajo	3
5856	0	53	21452.35364	1	111317.521	33	1	2	18	33046.6115	0.448816736	Bajo	4
5859	1	47	17154.7625	1	75032.96011	33	1	1	22	34476.8643	0.447735684	Bajo	3
5863	0	14	7448.724749	1	39433.75654	33	1	2	8	20014.25936	0.40105251	Bajo	2
5865	0	28	20873.20469	1	198781.4616	33	1	2	12	25221.40033	0.444285977	Bajo	4
5866	0	35	16422.25535	1	40871.58193	33	1	1	28	23090.52085	0.323256807	Bajo	2
5868	0	15	56405.9068	1	145326.4521	33	1	2	11	40624.74738	0.365093655	Bajo	4
5869	0	44	25902.80578	1	225949.2142	33	1	2	15	37006.77619	0.23681566	Bajo	4
5870	0	22	2197.278639	1	7585.235869	33	1	2	8	32368.02441	0.281619481	Bajo	1
5871	0	114	11358.54383	1	54991.17937	32	1	1	45	44321.59707	0.356782172	Bajo	3
5872	1	94	13036.31475	1	90609.65476	33	2	1	36	30418.10149	0.202570263	Bajo	3
5875	0	38	9336.538141	1	38313.47657	33	1	2	26	9732.944427	0.581973704	Bajo	2
5878	1	57	32458.51932	1	188912.4269	33	1	1	2	54302.04725	0.467067268	Bajo	4
5880	1	46	20054.08016	1	59293.8732	33	1	1	9	35346.84775	0.469282292	Bajo	3
